batch_size,learning_rate,rank,alpha,parameters,trainable_parameters,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch,eval_loss,eval_accuracy,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second
128,0.0003,4,16,4390274,4096,10.0762,1456.099,11.512,3199886244432.0,0.0010982250858997476,4.0,4.74439001083374,0.7034313725490197,0.7959527824620574,1.2757,319.834,3.136
128,0.0001,4,16,4390274,4096,10.0265,1463.324,11.569,3199886244432.0,0.0009430337954184104,4.0,4.653677463531494,0.7083333333333334,0.8013355592654424,1.3442,303.535,2.976
128,5e-05,4,16,4390274,4096,9.9762,1470.699,11.628,3199886244432.0,0.0009383277261051638,4.0,4.584927558898926,0.7058823529411765,0.8,1.3066,312.261,3.061
128,3e-05,4,16,4390274,4096,10.0212,1464.099,11.575,3199886244432.0,0.0009502242479858728,4.0,4.546762943267822,0.7107843137254902,0.8033333333333333,1.3311,306.503,3.005
8,0.0003,8,1,4394370,8192,26.1303,561.494,70.263,2661372205536.0,0.001756822870950943,4.0,4.415119171142578,0.7181372549019608,0.8067226890756303,1.5257,267.411,33.426
8,0.0001,8,1,4394370,8192,25.223,581.692,72.791,2661372205536.0,0.0017291235581267633,4.0,4.450509071350098,0.7156862745098039,0.8053691275167785,1.4397,283.4,35.425
8,5e-05,8,1,4394370,8192,25.4484,576.54,72.146,2661372205536.0,0.0017237974846155296,4.0,4.461433410644531,0.7132352941176471,0.8040201005025126,1.5323,266.269,33.284
8,3e-05,8,1,4394370,8192,25.1632,583.073,72.964,2661372205536.0,0.0017210116208183999,4.0,4.466511249542236,0.7132352941176471,0.8040201005025126,1.7817,228.999,28.625
16,0.0003,8,1,4394370,8192,16.6612,880.608,55.218,2814846336192.0,0.0020719998354173223,4.0,4.46267032623291,0.7156862745098039,0.8060200668896321,1.4537,280.671,17.886
16,0.0001,8,1,4394370,8192,16.8534,870.564,54.588,2814846336192.0,0.0020722680846634116,4.0,4.475597858428955,0.7132352941176471,0.8040201005025126,1.4528,280.839,17.897
16,5e-05,8,1,4394370,8192,16.3531,897.2,56.258,2814846336192.0,0.002086391559113627,4.0,4.474404811859131,0.7132352941176471,0.8040201005025126,1.3578,300.475,19.148
16,3e-05,8,1,4394370,8192,16.6054,883.568,55.404,2814846336192.0,0.00208976699606232,4.0,4.47415828704834,0.7132352941176471,0.8040201005025126,1.365,298.911,19.048
32,0.0003,8,1,4394370,8192,12.8732,1139.73,35.733,2962965776496.0,0.0014237098071886146,4.0,4.470980167388916,0.7156862745098039,0.8060200668896321,1.3475,302.779,9.647
32,0.0001,8,1,4394370,8192,13.0372,1125.395,35.284,2962965776496.0,0.0013807554607805999,4.0,4.473475456237793,0.7132352941176471,0.8040201005025126,1.3126,310.844,9.904
32,5e-05,8,1,4394370,8192,12.7459,1151.117,36.09,2962965776496.0,0.001368686556816101,4.0,4.473819732666016,0.7132352941176471,0.8040201005025126,1.3036,312.981,9.972
32,3e-05,8,1,4394370,8192,12.8606,1140.846,35.768,2962965776496.0,0.0013633709886799689,4.0,4.473917484283447,0.7132352941176471,0.8040201005025126,1.3578,300.495,9.575
64,0.0003,8,1,4394370,8192,10.5543,1390.145,21.982,3095851173360.0,0.0008140235882380914,4.0,4.478010177612305,0.7132352941176471,0.8040201005025126,1.2734,320.394,5.497
64,0.0001,8,1,4394370,8192,10.4752,1400.645,22.148,3095851173360.0,0.0008608362926491376,4.0,4.475612163543701,0.7132352941176471,0.8040201005025126,1.3108,311.268,5.34
64,5e-05,8,1,4394370,8192,10.6204,1381.489,21.845,3095851173360.0,0.0008712097488600632,4.0,4.474898815155029,0.7132352941176471,0.8040201005025126,1.2966,314.676,5.399
64,3e-05,8,1,4394370,8192,10.5316,1393.135,22.029,3095851173360.0,0.0008752870790917298,4.0,4.474568843841553,0.7132352941176471,0.8040201005025126,1.3179,309.589,5.312
128,0.0003,8,1,4394370,8192,10.1633,1443.624,11.414,3231267142224.0,0.001019506875810952,4.0,4.480542182922363,0.7132352941176471,0.8040201005025126,1.2801,318.721,3.125
128,0.0001,8,1,4394370,8192,9.5161,1541.816,12.19,3231267142224.0,0.0010239521105741632,4.0,4.476255416870117,0.7132352941176471,0.8040201005025126,1.3391,304.686,2.987
128,5e-05,8,1,4394370,8192,9.8277,1492.925,11.803,3231267142224.0,0.0010252419602254342,4.0,4.475151538848877,0.7132352941176471,0.8040201005025126,1.2817,318.315,3.121
128,3e-05,8,1,4394370,8192,9.7456,1505.506,11.903,3231267142224.0,0.001025790348649025,4.0,4.474703788757324,0.7132352941176471,0.8040201005025126,1.3175,309.685,3.036
8,0.0003,8,2,4394370,8192,24.1418,607.743,76.051,2661372205536.0,0.0018101033784067644,4.0,4.361067771911621,0.7083333333333334,0.7993254637436762,1.4302,285.277,35.66
8,0.0001,8,2,4394370,8192,25.1533,583.303,72.992,2661372205536.0,0.0017438140801257556,4.0,4.433236122131348,0.7156862745098039,0.8053691275167785,1.4657,278.372,34.796
8,5e-05,8,2,4394370,8192,25.6267,572.528,71.644,2661372205536.0,0.0017285446610001438,4.0,4.45109748840332,0.7156862745098039,0.8053691275167785,1.4743,276.749,34.594
8,3e-05,8,2,4394370,8192,25.7799,569.125,71.218,2661372205536.0,0.0017244156068576446,4.0,4.459523677825928,0.7132352941176471,0.8040201005025126,1.4978,272.403,34.05
16,0.0003,8,2,4394370,8192,16.6515,881.121,55.25,2814846336192.0,0.0024964119429173675,4.0,4.444228649139404,0.7230392156862745,0.8113522537562604,1.3925,293.002,18.672
16,0.0001,8,2,4394370,8192,16.3633,896.639,56.223,2814846336192.0,0.0019844677339753377,4.0,4.472869396209717,0.7132352941176471,0.8040201005025126,1.3844,294.711,18.781
16,5e-05,8,2,4394370,8192,16.9049,867.915,54.422,2814846336192.0,0.0020610400597038474,4.0,4.476328372955322,0.7132352941176471,0.8040201005025126,1.4024,290.921,18.539
16,3e-05,8,2,4394370,8192,17.2468,850.706,53.343,2814846336192.0,0.0020810390863081683,4.0,4.474981784820557,0.7132352941176471,0.8040201005025126,1.3719,297.399,18.952
32,0.0003,8,2,4394370,8192,12.7928,1146.899,35.958,2962965776496.0,0.0015687241502430128,4.0,4.466391086578369,0.7156862745098039,0.8060200668896321,1.3641,299.099,9.53
32,0.0001,8,2,4394370,8192,12.7289,1152.656,36.138,2962965776496.0,0.0014034569263458251,4.0,4.472979545593262,0.7156862745098039,0.8060200668896321,1.3773,296.234,9.439
32,5e-05,8,2,4394370,8192,12.7973,1146.49,35.945,2962965776496.0,0.001381267671999724,4.0,4.473672866821289,0.7132352941176471,0.8040201005025126,1.3641,299.108,9.53
32,3e-05,8,2,4394370,8192,13.04,1125.155,35.276,2962965776496.0,0.0013714380886243737,4.0,4.473873615264893,0.7132352941176471,0.8040201005025126,1.5625,261.113,8.32
64,0.0003,8,2,4394370,8192,10.6823,1373.489,21.718,3095851173360.0,0.0007449993542556105,4.0,4.493126392364502,0.7230392156862745,0.8119800332778702,1.3245,308.045,5.285
64,0.0001,8,2,4394370,8192,10.6305,1380.184,21.824,3095851173360.0,0.000843815377046322,4.0,4.480551719665527,0.7132352941176471,0.8040201005025126,1.3167,309.87,5.316
64,5e-05,8,2,4394370,8192,10.7796,1361.093,21.522,3095851173360.0,0.0008638262877176548,4.0,4.477506637573242,0.7132352941176471,0.8040201005025126,1.3186,309.417,5.309
64,3e-05,8,2,4394370,8192,10.8121,1356.994,21.457,3095851173360.0,0.000871186240993697,4.0,4.476245403289795,0.7132352941176471,0.8040201005025126,1.3604,299.917,5.146
128,0.0003,8,2,4394370,8192,10.1947,1439.176,11.378,3231267142224.0,0.001009579747915268,4.0,4.497837066650391,0.7132352941176471,0.8040201005025126,1.3392,304.666,2.987
128,0.0001,8,2,4394370,8192,9.9521,1474.262,11.656,3231267142224.0,0.001018901580366595,4.0,4.482478618621826,0.7132352941176471,0.8040201005025126,1.2993,314.01,3.079
128,5e-05,8,2,4394370,8192,9.9486,1474.775,11.66,3231267142224.0,0.0010224297514249538,4.0,4.478336334228516,0.7132352941176471,0.8040201005025126,1.3193,309.247,3.032
128,3e-05,8,2,4394370,8192,10.0515,1459.678,11.541,3231267142224.0,0.0010239429900358464,4.0,4.476631164550781,0.7132352941176471,0.8040201005025126,1.2878,316.823,3.106
8,0.0003,8,4,4394370,8192,25.6911,571.092,71.464,2661372205536.0,0.003201348102430373,4.0,4.269855499267578,0.7181372549019608,0.8067226890756303,1.4899,273.838,34.23
8,0.0001,8,4,4394370,8192,25.5507,574.232,71.857,2661372205536.0,0.0017988843435506805,4.0,4.39923095703125,0.7132352941176471,0.8026981450252951,1.5506,263.116,32.889
8,5e-05,8,4,4394370,8192,25.1317,583.805,73.055,2661372205536.0,0.0017391063581364866,4.0,4.43428373336792,0.7156862745098039,0.8053691275167785,1.5061,270.893,33.862
8,3e-05,8,4,4394370,8192,25.1897,582.46,72.887,2661372205536.0,0.0017278981811015954,4.0,4.448328971862793,0.7156862745098039,0.8053691275167785,1.4543,280.554,35.069
16,0.0003,8,4,4394370,8192,17.0619,859.928,53.921,2814846336192.0,0.003934603087280108,4.0,4.392589092254639,0.7230392156862745,0.8126036484245439,1.3905,293.425,18.699
16,0.0001,8,4,4394370,8192,17.2734,849.398,53.261,2814846336192.0,0.002094524321348771,4.0,4.464064598083496,0.7156862745098039,0.8060200668896321,1.3933,292.825,18.66
16,5e-05,8,4,4394370,8192,16.9956,863.284,54.132,2814846336192.0,0.001956172190282656,4.0,4.473114967346191,0.7132352941176471,0.8040201005025126,1.3767,296.369,18.886
16,3e-05,8,4,4394370,8192,16.3285,898.554,56.343,2814846336192.0,0.0020256524581624114,4.0,4.477308750152588,0.7132352941176471,0.8040201005025126,1.3608,299.834,19.107
32,0.0003,8,4,4394370,8192,12.6781,1157.274,36.283,2962965776496.0,0.002246068353238313,4.0,4.457174777984619,0.7181372549019608,0.8080133555926544,1.3469,302.924,9.652
32,0.0001,8,4,4394370,8192,12.4501,1178.467,36.948,2962965776496.0,0.001480091525160748,4.0,4.472585201263428,0.7156862745098039,0.8060200668896321,1.3378,304.968,9.717
32,5e-05,8,4,4394370,8192,12.6251,1162.128,36.435,2962965776496.0,0.0014072441536447276,4.0,4.473948955535889,0.7156862745098039,0.8060200668896321,1.3572,300.61,9.578
32,3e-05,8,4,4394370,8192,12.8033,1145.955,35.928,2962965776496.0,0.001387211809987607,4.0,4.4740891456604,0.7132352941176471,0.8040201005025126,1.3438,303.611,9.674
64,0.0003,8,4,4394370,8192,10.517,1395.079,22.06,3095851173360.0,0.0007746964693069458,4.0,4.540727138519287,0.7230392156862745,0.8119800332778702,1.3066,312.264,5.357
64,0.0001,8,4,4394370,8192,10.8228,1355.662,21.436,3095851173360.0,0.0008105377441850202,4.0,4.497741222381592,0.7205882352941176,0.81,1.4087,289.621,4.969
64,5e-05,8,4,4394370,8192,11.3016,1298.222,20.528,3095851173360.0,0.0008513595395047089,4.0,4.486565589904785,0.7132352941176471,0.8040201005025126,1.3583,300.365,5.153
64,3e-05,8,4,4394370,8192,10.5611,1389.243,21.967,3095851173360.0,0.0008649171554836733,4.0,4.482114791870117,0.7132352941176471,0.8040201005025126,1.325,307.919,5.283
128,0.0003,8,4,4394370,8192,9.8127,1495.208,11.821,3231267142224.0,0.0010059393043148107,4.0,4.546154499053955,0.7132352941176471,0.8040201005025126,1.2963,314.735,3.086
128,0.0001,8,4,4394370,8192,9.6659,1517.921,12.001,3231267142224.0,0.0010084511776422631,4.0,4.502931594848633,0.7132352941176471,0.8040201005025126,1.2701,321.224,3.149
128,5e-05,8,4,4394370,8192,9.8179,1494.417,11.815,3231267142224.0,0.0010150697339197684,4.0,4.489116191864014,0.7132352941176471,0.8040201005025126,1.3275,307.341,3.013
128,3e-05,8,4,4394370,8192,9.8737,1485.967,11.748,3231267142224.0,0.0010186667586195059,4.0,4.483314514160156,0.7132352941176471,0.8040201005025126,1.3241,308.138,3.021
8,0.0003,8,8,4394370,8192,25.4593,576.293,72.115,2661372205536.0,0.007867620791225391,4.0,4.015360355377197,0.7181372549019608,0.8073701842546064,1.481,275.48,34.435
8,0.0001,8,8,4394370,8192,25.0738,585.152,73.224,2661372205536.0,0.001904278402652973,4.0,4.331036567687988,0.7058823529411765,0.7972972972972973,1.4579,279.858,34.982
8,5e-05,8,8,4394370,8192,25.5763,573.657,71.785,2661372205536.0,0.0017888303734524447,4.0,4.408319473266602,0.7132352941176471,0.8026981450252951,1.4975,272.454,34.057
8,3e-05,8,8,4394370,8192,26.9807,543.797,68.049,2661372205536.0,0.001746661336138877,4.0,4.429266452789307,0.7181372549019608,0.8067226890756303,1.5015,271.719,33.965
16,0.0003,8,8,4394370,8192,17.2632,849.9,53.293,2814846336192.0,0.006794198699619459,4.0,4.534532070159912,0.7156862745098039,0.8040540540540541,1.4051,290.365,18.504
16,0.0001,8,8,4394370,8192,17.0331,861.381,54.012,2814846336192.0,0.0024968643551287442,4.0,4.460806846618652,0.7230392156862745,0.8113522537562604,1.3741,296.917,18.921
16,5e-05,8,8,4394370,8192,16.9492,865.645,54.28,2814846336192.0,0.0019874144183552782,4.0,4.472296714782715,0.7205882352941176,0.81,1.4232,286.686,18.269
16,3e-05,8,8,4394370,8192,16.4043,894.4,56.083,2814846336192.0,0.0018950939299943654,4.0,4.477068901062012,0.7156862745098039,0.8060200668896321,1.407,289.976,18.479
32,0.0003,8,8,4394370,8192,12.4162,1181.685,37.048,2962965776496.0,0.004011048182197239,4.0,4.635066986083984,0.7009803921568627,0.7918088737201365,1.3509,302.024,9.623
32,0.0001,8,8,4394370,8192,12.8531,1141.51,35.789,2962965776496.0,0.0016191305025764133,4.0,4.47066593170166,0.7132352941176471,0.8046744574290484,1.5023,271.589,8.654
32,5e-05,8,8,4394370,8192,12.5664,1167.561,36.606,2962965776496.0,0.0014810287434121837,4.0,4.475407600402832,0.7156862745098039,0.8060200668896321,1.3671,298.437,9.509
32,3e-05,8,8,4394370,8192,40.6568,360.874,11.314,2962965776496.0,0.0014291469169699627,4.0,4.475585460662842,0.7156862745098039,0.8060200668896321,1.3333,306.001,9.75
64,0.0003,8,8,4394370,8192,10.7122,1369.655,21.658,3095851173360.0,0.0015279944857646678,4.0,4.65387487411499,0.7132352941176471,0.8040201005025126,1.3312,306.501,5.259
64,0.0001,8,8,4394370,8192,10.7852,1360.381,21.511,3095851173360.0,0.0007321241729218384,4.0,4.5455641746521,0.7230392156862745,0.8119800332778702,1.3085,311.799,5.349
64,5e-05,8,8,4394370,8192,10.7322,1367.101,21.617,3095851173360.0,0.0008240863038548108,4.0,4.513375759124756,0.7205882352941176,0.81,1.3095,311.581,5.346
64,3e-05,8,8,4394370,8192,10.7874,1360.101,21.507,3095851173360.0,0.000853535430184726,4.0,4.498439788818359,0.7156862745098039,0.8060200668896321,1.3107,311.275,5.341
128,0.0003,8,8,4394370,8192,10.1602,1444.073,11.417,3231267142224.0,0.001065963622311066,4.0,4.644418716430664,0.7083333333333334,0.8013355592654424,1.3112,311.162,3.051
128,0.0001,8,8,4394370,8192,9.993,1468.222,11.608,3231267142224.0,0.0010137663319193084,4.0,4.555952548980713,0.7132352941176471,0.8040201005025126,1.3434,303.704,2.977
128,5e-05,8,8,4394370,8192,9.9222,1478.708,11.691,3231267142224.0,0.0010000013200373485,4.0,4.520664215087891,0.7132352941176471,0.8040201005025126,1.324,308.159,3.021
128,3e-05,8,8,4394370,8192,9.6191,1525.301,12.059,3231267142224.0,0.0010087837561451156,4.0,4.503886699676514,0.7132352941176471,0.8040201005025126,1.304,312.879,3.067
8,0.0003,8,16,4394370,8192,24.8144,591.269,73.989,2661372205536.0,0.014080854542634585,4.0,3.9731671810150146,0.7058823529411765,0.7952218430034129,1.4393,283.474,35.434
8,0.0001,8,16,4394370,8192,25.9878,564.572,70.648,2661372205536.0,0.003507689745337875,4.0,4.277421474456787,0.7107843137254902,0.8,1.6482,247.54,30.943
8,5e-05,8,16,4394370,8192,24.973,587.515,73.519,2661372205536.0,0.0018948404509513304,4.0,4.355831623077393,0.7058823529411765,0.7966101694915254,1.4691,277.727,34.716
8,3e-05,8,16,4394370,8192,23.984,611.742,76.551,2661372205536.0,0.001747560799466791,4.0,4.407325267791748,0.7107843137254902,0.8013468013468014,1.4419,282.96,35.37
16,0.0003,8,16,4394370,8192,16.2171,904.724,56.73,2814846336192.0,0.01044752105422642,4.0,4.650000095367432,0.6862745098039216,0.7837837837837838,1.3891,293.725,18.718
16,0.0001,8,16,4394370,8192,16.7948,873.603,54.779,2814846336192.0,0.004410413814627606,4.0,4.512486934661865,0.7205882352941176,0.81,1.4173,287.866,18.344
16,5e-05,8,16,4394370,8192,16.5618,885.896,55.55,2814846336192.0,0.00226927717094836,4.0,4.474672794342041,0.7205882352941176,0.81,1.4228,286.755,18.274
16,3e-05,8,16,4394370,8192,17.0444,860.808,53.977,2814846336192.0,0.0019398297304692475,4.0,4.481358528137207,0.7205882352941176,0.81,1.4236,286.602,18.264
32,0.0003,8,16,4394370,8192,12.7016,1155.13,36.216,2962965776496.0,0.0115244896515556,4.0,4.716658115386963,0.696078431372549,0.7898305084745763,2.2252,183.352,5.842
32,0.0001,8,16,4394370,8192,12.6236,1162.269,36.44,2962965776496.0,0.003807720412378726,4.0,4.500776767730713,0.7205882352941176,0.8106312292358804,1.347,302.895,9.651
32,5e-05,8,16,4394370,8192,12.3895,1184.233,37.128,2962965776496.0,0.001605118875918181,4.0,4.482637405395508,0.7132352941176471,0.8046744574290484,1.3665,298.57,9.513
32,3e-05,8,16,4394370,8192,12.4268,1180.677,37.017,2962965776496.0,0.0014887041371801626,4.0,4.479238033294678,0.7156862745098039,0.8060200668896321,1.316,310.033,9.879
64,0.0003,8,16,4394370,8192,10.5916,1385.248,21.904,3095851173360.0,0.0014999064392056958,4.0,4.837643146514893,0.7009803921568627,0.793918918918919,1.3123,310.908,5.334
64,0.0001,8,16,4394370,8192,10.5534,1390.268,21.984,3095851173360.0,0.001522698792917975,4.0,4.630050182342529,0.7254901960784313,0.813953488372093,1.3111,311.179,5.339
64,5e-05,8,16,4394370,8192,10.9042,1345.531,21.276,3095851173360.0,0.0007874415866259871,4.0,4.570669174194336,0.7230392156862745,0.8119800332778702,1.3391,304.688,5.227
64,3e-05,8,16,4394370,8192,10.2695,1428.703,22.591,3095851173360.0,0.0008202231778153058,4.0,4.54024076461792,0.7205882352941176,0.81,1.2931,315.522,5.413
128,0.0003,8,16,4394370,8192,9.5215,1540.937,12.183,3231267142224.0,0.0010507352778623845,4.0,4.779926776885986,0.7083333333333334,0.8,1.2852,317.448,3.112
128,0.0001,8,16,4394370,8192,9.9461,1475.157,11.663,3231267142224.0,0.001079885610218706,4.0,4.656657695770264,0.7083333333333334,0.8013355592654424,1.2762,319.702,3.134
128,5e-05,8,16,4394370,8192,9.8959,1482.636,11.722,3231267142224.0,0.0010383478526411385,4.0,4.590317249298096,0.7107843137254902,0.802675585284281,1.2861,317.244,3.11
128,3e-05,8,16,4394370,8192,9.6773,1516.12,11.987,3231267142224.0,0.0010132244306391683,4.0,4.55409049987793,0.7132352941176471,0.8040201005025126,1.2855,317.383,3.112
8,0.0003,16,1,4402562,16384,24.6703,594.724,74.422,2713064774112.0,0.0017456909548288337,4.0,4.459636211395264,0.7107843137254902,0.8033333333333333,1.4436,282.632,35.329
8,0.0001,16,1,4402562,16384,24.4812,599.318,74.996,2713064774112.0,0.001712005224265564,4.0,4.467988967895508,0.7107843137254902,0.802675585284281,1.4756,276.504,34.563
8,5e-05,16,1,4402562,16384,24.047,610.139,76.35,2713064774112.0,0.001713243729083886,4.0,4.470948696136475,0.7132352941176471,0.8040201005025126,1.4997,272.046,34.006
8,3e-05,16,1,4402562,16384,24.131,608.015,76.085,2713064774112.0,0.001714023832467127,4.0,4.472176551818848,0.7132352941176471,0.8040201005025126,1.4769,276.25,34.531
16,0.0003,16,1,4402562,16384,15.8066,928.218,58.203,2869519875264.0,0.002219505535195703,4.0,4.477442264556885,0.7181372549019608,0.8080133555926544,1.4144,288.455,18.382
16,0.0001,16,1,4402562,16384,15.8778,924.058,57.943,2869519875264.0,0.0021299152189622754,4.0,4.474667549133301,0.7132352941176471,0.8040201005025126,1.397,292.065,18.612
16,5e-05,16,1,4402562,16384,15.9071,922.357,57.836,2869519875264.0,0.002111689932644367,4.0,4.474095821380615,0.7132352941176471,0.8040201005025126,1.3969,292.085,18.613
16,3e-05,16,1,4402562,16384,16.3899,895.185,56.132,2869519875264.0,0.002103448570098566,4.0,4.473989009857178,0.7132352941176471,0.8040201005025126,1.364,299.125,19.062
32,0.0003,16,1,4402562,16384,12.1812,1204.48,37.763,3020516280432.0,0.001439961402312569,4.0,4.487551689147949,0.7107843137254902,0.802675585284281,1.2845,317.621,10.12
32,0.0001,16,1,4402562,16384,12.1987,1202.754,37.709,3020516280432.0,0.0013925637887871785,4.0,4.478606224060059,0.7132352941176471,0.8040201005025126,1.2918,315.848,10.064
32,5e-05,16,1,4402562,16384,12.221,1200.556,37.64,3020516280432.0,0.001375396225763404,4.0,4.476348400115967,0.7132352941176471,0.8040201005025126,1.3161,309.999,9.877
32,3e-05,16,1,4402562,16384,12.4775,1175.88,36.866,3020516280432.0,0.0013676407544509224,4.0,4.475424289703369,0.7132352941176471,0.8040201005025126,1.3133,310.666,9.899
64,0.0003,16,1,4402562,16384,10.5194,1394.762,22.055,3155982747120.0,0.000794349495193054,4.0,4.486123561859131,0.7132352941176471,0.8040201005025126,1.3265,307.583,5.277
64,0.0001,16,1,4402562,16384,10.6159,1382.084,21.854,3155982747120.0,0.0008545893019643323,4.0,4.47819185256958,0.7132352941176471,0.8040201005025126,1.3118,311.022,5.336
64,5e-05,16,1,4402562,16384,10.6236,1381.07,21.838,3155982747120.0,0.0008681809593891276,4.0,4.476139545440674,0.7132352941176471,0.8040201005025126,1.7717,230.285,3.951
64,3e-05,16,1,4402562,16384,10.6161,1382.056,21.854,3155982747120.0,0.000873479735234688,4.0,4.475303649902344,0.7132352941176471,0.8040201005025126,1.3843,294.744,5.057
128,0.0003,16,1,4402562,16384,10.1164,1450.321,11.467,3294028937808.0,0.0010264342458083712,4.0,4.478349685668945,0.7132352941176471,0.8040201005025126,1.3109,311.247,3.051
128,0.0001,16,1,4402562,16384,9.7161,1510.078,11.939,3294028937808.0,0.0010265494086619082,4.0,4.475486755371094,0.7132352941176471,0.8040201005025126,1.3008,313.655,3.075
128,5e-05,16,1,4402562,16384,9.9927,1468.266,11.608,3294028937808.0,0.0010265700262168359,4.0,4.474762439727783,0.7132352941176471,0.8040201005025126,1.2972,314.535,3.084
128,3e-05,16,1,4402562,16384,9.8269,1493.038,11.804,3294028937808.0,0.0010265885884391851,4.0,4.474470138549805,0.7132352941176471,0.8040201005025126,1.3358,305.43,2.994
8,0.0003,16,2,4402562,16384,24.2863,604.126,75.598,2713064774112.0,0.0019262797249408037,4.0,4.461435794830322,0.7058823529411765,0.8006644518272426,1.4634,278.809,34.851
8,0.0001,16,2,4402562,16384,23.9903,611.581,76.531,2713064774112.0,0.0017357330773358512,4.0,4.4648284912109375,0.7107843137254902,0.8033333333333333,1.5476,263.629,32.954
8,5e-05,16,2,4402562,16384,24.729,593.311,74.245,2713064774112.0,0.0017195270682861601,4.0,4.468451499938965,0.7132352941176471,0.8040201005025126,1.6541,246.667,30.833
8,3e-05,16,2,4402562,16384,24.0771,609.376,76.255,2713064774112.0,0.0017171616428623012,4.0,4.470737934112549,0.7132352941176471,0.8040201005025126,1.4411,283.122,35.39
16,0.0003,16,2,4402562,16384,15.8989,922.829,57.865,2869519875264.0,0.002705840993186702,4.0,4.47523832321167,0.7156862745098039,0.8066666666666666,1.3701,297.79,18.977
16,0.0001,16,2,4402562,16384,15.9568,919.483,57.656,2869519875264.0,0.002172927202089973,4.0,4.478639602661133,0.7156862745098039,0.8060200668896321,1.4303,285.249,18.178
16,5e-05,16,2,4402562,16384,15.9299,921.033,57.753,2869519875264.0,0.002136450908754183,4.0,4.475701808929443,0.7132352941176471,0.8040201005025126,1.4035,290.695,18.525
16,3e-05,16,2,4402562,16384,16.2249,904.289,56.703,2869519875264.0,0.0021180736791828404,4.0,4.47489070892334,0.7132352941176471,0.8040201005025126,1.3487,302.516,19.278
32,0.0003,16,2,4402562,16384,12.3166,1191.24,37.348,3020516280432.0,0.0015188789885977041,4.0,4.502692699432373,0.7107843137254902,0.802675585284281,1.3093,311.616,9.929
32,0.0001,16,2,4402562,16384,12.1974,1202.884,37.713,3020516280432.0,0.0014221862606380296,4.0,4.48363733291626,0.7132352941176471,0.8040201005025126,1.3353,305.541,9.735
32,5e-05,16,2,4402562,16384,12.1306,1209.504,37.921,3020516280432.0,0.001394185942152272,4.0,4.478924751281738,0.7132352941176471,0.8040201005025126,1.3281,307.2,9.788
32,3e-05,16,2,4402562,16384,12.1664,1205.948,37.809,3020516280432.0,0.001380069489064424,4.0,4.477000713348389,0.7132352941176471,0.8040201005025126,1.3269,307.495,9.798
64,0.0003,16,2,4402562,16384,10.5515,1390.517,21.987,3155982747120.0,0.00067918310905325,4.0,4.512456893920898,0.7181372549019608,0.8080133555926544,1.3004,313.76,5.383
64,0.0001,16,2,4402562,16384,10.5961,1384.655,21.895,3155982747120.0,0.0008266476978515757,4.0,4.487460613250732,0.7132352941176471,0.8040201005025126,1.3054,312.54,5.362
64,5e-05,16,2,4402562,16384,10.5361,1392.539,22.019,3155982747120.0,0.0008553845229847677,4.0,4.48090124130249,0.7132352941176471,0.8040201005025126,1.2892,316.465,5.43
64,3e-05,16,2,4402562,16384,11.0773,1324.515,20.944,3155982747120.0,0.0008660463680481089,4.0,4.478199005126953,0.7132352941176471,0.8040201005025126,1.2909,316.051,5.422
128,0.0003,16,2,4402562,16384,9.717,1509.925,11.938,3294028937808.0,0.0010308059382027593,4.0,4.490068435668945,0.7132352941176471,0.8040201005025126,1.3035,312.999,3.069
128,0.0001,16,2,4402562,16384,9.9171,1479.461,11.697,3294028937808.0,0.0010275714870156914,4.0,4.479599475860596,0.7132352941176471,0.8040201005025126,1.3378,304.986,2.99
128,5e-05,16,2,4402562,16384,9.8101,1495.594,11.824,3294028937808.0,0.0010271523918571144,4.0,4.476849555969238,0.7132352941176471,0.8040201005025126,1.2925,315.669,3.095
128,3e-05,16,2,4402562,16384,9.6801,1515.694,11.983,3294028937808.0,0.001026937545373522,4.0,4.475728511810303,0.7132352941176471,0.8040201005025126,1.2919,315.805,3.096
8,0.0003,16,4,4402562,16384,24.5257,598.229,74.86,2713064774112.0,0.002429718540246905,4.0,4.425004482269287,0.7034313725490197,0.7952622673434856,1.4709,277.374,34.672
8,0.0001,16,4,4402562,16384,25.1317,583.804,73.055,2713064774112.0,0.0018448669332523945,4.0,4.4632368087768555,0.7107843137254902,0.8033333333333333,1.4582,279.79,34.974
8,5e-05,16,4,4402562,16384,25.0925,584.717,73.169,2713064774112.0,0.0017437746906592176,4.0,4.466794013977051,0.7107843137254902,0.8033333333333333,1.4784,275.98,34.497
8,3e-05,16,4,4402562,16384,24.9291,588.549,73.649,2713064774112.0,0.0017264449161382023,4.0,4.46875524520874,0.7107843137254902,0.802675585284281,1.467,278.121,34.765
16,0.0003,16,4,4402562,16384,16.6156,883.024,55.37,2869519875264.0,0.00344008207321167,4.0,4.4715895652771,0.7156862745098039,0.8073089700996677,1.4109,289.185,18.428
16,0.0001,16,4,4402562,16384,16.1889,906.302,56.829,2869519875264.0,0.002328627953386825,4.0,4.4869771003723145,0.7156862745098039,0.8066666666666666,1.3415,304.136,19.381
16,5e-05,16,4,4402562,16384,15.849,925.735,58.048,2869519875264.0,0.002178036016614541,4.0,4.481008052825928,0.7156862745098039,0.8060200668896321,1.3571,300.647,19.159
